from,to,relation
刀伤成疮,用水杨木白皮焙干，捣碎为末，每服一匙，水送下，一天服三次，同时用末敷疮上。,用法
痘毒不发,用水杨枝叶五斤，煎汤温浴，水冷换热，痘疮逐渐行浆贯满。如不满，可多浴几次，力弱者，只洗头面手足。内服助气血药，效果好。,用法
赤白痢,用水杨枝叶捣汁一升服。一天服两次。,用法
树柳,木部,属于
树柳,赤柽,别名
树柳,赤杨,别名
树柳,河柳,别名
树柳,雨师,别名
树柳,垂丝柳,别名
树柳,人柳,别名
树柳,三眠柳,别名
树柳,观音柳,别名
树柳,（木）甘、咸、温、无毒。,性状
树柳,腹中痞积,主治
树柳,各种风疾,主治
树柳,解酒毒,主治
解酒毒,用柽柳枝晒干，研为末，每服一钱，温酒调下。,用法
各种风疾,用柽柳枝或叶半斤，切细，加荆芥半斤，以水五升，煮成二升，澄清后，再加白蜜五合，竹沥五合，封入瓶中，放锅内隔水煮过。每服一小碗，一天服三次。,用法
腹中痞积,用柽构枝煎汤，露一夜。五更时空心饮几次。痞渐消去。,用法
柳,木部,属于
柳,小杨,别名
柳,杨柳,别名
柳,柳华：苦、寒、无毒。柳叶：苦、寒、无毒。枝及根白皮：苦、寒、无毒。,性状
柳华,柳,属于
柳叶,柳,属于
枝及根白皮,柳,属于
柳华,吐血咯血,主治
柳华,刀伤血出,主治
柳华,脸上脓疮,主治
柳华,走马牙疳,主治
柳华,大风疬,主治
柳叶,小便白浊,主治
柳叶,小儿丹毒,主治
柳叶,眉毛脱落,主治
柳叶,无名恶疮,主治
枝及根白皮,黄疸初起,主治
柳叶,漆疮,主治
枝及根白皮,脾胃虚弱，食欲不振，病似反胃噎膈,主治
枝及根白皮,走注气痛（身上忽有一处如被人打痛，痛处游走不定，有时觉痛和极冷）,主治
枝及根白皮,风毒肿痛,主治
枝及根白皮,项下瘿气,主治
枝及根白皮,齿龈肿痛,主治
枝及根白皮,风虫牙痛,主治
枝及根白皮,耳痛有脓,主治
枝及根白皮,漏疮肿痛,主治
枝及根白皮,乳痛初起,主治
枝及根白皮,反花恶疮（肉翻出如饭粒，根深脓溃）,主治
枝及根白皮,背起丹毒,主治
枝及根白皮,汤火灼疮,主治
枝及根白皮,痔疮如瓜，肿痛如火燎,主治
痔疮如瓜，肿痛如火燎,用柳枝煎浓汤洗后，艾灸三、五壮，大泻脓血即愈。,用法
汤火灼疮,用柳皮烧灰涂搽。亦可用根白皮煎猪油涂搽。,用法
背起丹毒,用柳木灰加水调涂。,用法
反花恶疮（肉翻出如饭粒，根深脓溃）,用柳枝叶三斤，加水五升煎至三升，再熬成糖稀状。每天涂搽三次。,用法
乳痛初起,用柳根皮捣至极烂，包布中，火上烤热熨患处。布准即换。,用法
漏疮肿痛,用柳根伸出的红须每日煎水洗。又方：用柳条在罐内烧烟熏痛处。,用法
耳痛有脓,把柳根切细，捣至极烂，封贴痛处，药干即换。,用法
风虫牙痛,用杨柳白皮一小块含嚼，取汁渍齿根，几次即愈。又方：用柳枝一握，锉碎，加盐少许，浆水煎含，甚效。又方：柳枝（锉细）一升、大豆一升，合炒至豆熟，加清酒三升泡三天后，含漱吐涎。,用法
齿龈肿痛,用垂柳枝、槐白皮、桑白皮、白杨皮等分，煎水，热含冷吐。又方：用柳枝、槐村、桑枝，煎水熬膏，加姜汁、细辛末、芎末，调匀擦牙。,用法
项下瘿气,用柳根（水边露出者）三十斤，加水一斛。煮取一升，泡糯米三斗，加常法酿酒，每日饮服适量。,用法
吐血咯血,用柳絮烙过，研为末，米汤送服一钱。,用法
刀伤血出,用柳絮包敷即可。,用法
脸上脓疮,用柳絮、腻粉等分，调灯油涂搽。,用法
走马牙疳,用柳花烧存性，加麝香少许涂搽。,用法
大风疬,用杨柳四两，捣成饼，贴壁上，干后取下，泡淘米水中一时，取出焙干，研为末，取二两，加白花蛇、乌蛇各一条（去头尾，酒浸用肉），全蝎、蜈蚣、蟾蜍、雄黄各五钱，苦参、天麻各一两，共研为末，水煎麻黄取汁，与各药同熬，做成丸子，如梧子大，朱砂为衣。每服五十丸，温酒送下。一天服三次，以愈为度。,用法
小便白浊,用清明柳叶煎汤代茶，以愈为度。,用法
小儿丹毒,用柳叶一斤，加水一斗，煮取汁三升，洗患处。一天宜洗七、八次。,用法
眉毛脱落,用垂柳陰干，研为末，放在铁器中加姜汁调匀，每夜涂抹眉部。,用法
无名恶疮,用柳叶或皮，水煎汁。加盐少许洗患睡。,用法
漆疮,用柳叶煎水洗。,用法
黄疸初起,用柳枝煮浓汁半升，一次服下。,用法
脾胃虚弱，食欲不振，病似反胃噎膈,取新柳枝一大把，熬汤，煮小米作饭。加酒、面所饭滚成珠子，晒干，装袋中悬挂通风处。用时，烧滚水随意下米，待米浮起查看无硬心则为米熟。一次吃完。稍久，面和米就会分散了，这样制成的米，名“络索米”。,用法
走注气痛（身上忽有一处如被人打痛，痛处游走不定，有时觉痛和极冷）,用白酒煮杨柳白皮乘热熨痛处。,用法
风毒肿痛,用白酒煮杨柳白皮乘热熨痛处。,用法
榉,木部,属于
榉,榉柳,别名
榉,换柳,别名
榉,苦、大寒、无毒。,性状
榉,通身水肿,主治
榉,毒气攻腹，手足肿痛,主治
榉,双目发红,主治
双目发红,用榉皮去粗皮，切取二两，古钱七个，同放水一升半中，煎取七合，去渣，乘热洗眼。,用法
毒气攻腹，手足肿痛,用榉树皮和槲树皮煮汁。浓哪饴糖状，另以桦皮煮浓汁调匀饮服。,用法
通身水肿,用榉树皮煮汁每日饮服。,用法
诃黎勒,木部,属于
诃黎勒,诃子,别名
诃黎勒,苦、温、无毒。,性状
诃黎勒,下气消食,主治
诃黎勒,久咳,主治
诃黎勒,呕逆不食,主治
诃黎勒,小儿风疾闭，语音不畅，气促喘闷啤足动摇,主治
诃黎勒,气痢水泻,主治
诃黎勒,赤白痢,主治
诃黎勒,男子下疳,主治
男子下疳,用大诃子烧灰，加入麝香少许，先以淘米水洗患处再搽药，或以荆芥、黄蘖、甘草、马鞭草、葱白煎汤洗亦可。,用法
赤白痢,用诃子十二个，六个生用，六个煨熟，去核焙干，研为末。赤痢用生甘草汤下，白痢用炙甘草汤下。不止，再服药。,用法
气痢水泻,用诃子十枚，面裹煨熟，去核，研为末，一次服完，稀饭送下。加饭调药末和成丸子服亦可。方中也有加入木香的。又方：用诃子、陈桔皮、厚朴各三两，捣碎，筛过，加蜜做成丸子，如梧子大，每服二、三十丸，开水送下。,用法
小儿风疾闭，语音不畅，气促喘闷啤足动摇,用诃子（半生半炮，去核）、大腹皮等分，水煎服。此方名“二圣散”。,用法
呕逆不食,用诃子皮二两，炒过，研为末，加糊做成丸子，如梧子在，每服二十丸，空心服，开水送下。,用法
久咳,用生诃子一枚，含口内咽汗。咳止后，口味很差，不想吃东西，可煎槟榔汤一碗服下，立即开味。,用法
下气消食,用诃子一枚，研为末，另以水一升，在瓦器中煎开几次后下药，再煎开几次，加盐少许饮服。又方：夜含诃子一个，天明时嚼咽。又方：用诃子三枚，包湿纸中煨熟。去核细嚼，牛乳送下。,用法
无患子,木部,属于
子皮,无患子,属于
子中仁,无患子,属于
无患子,桓,别名
无患子,木患子,别名
无患子,噤娄,别名
无患子,肥珠子,别名
无患子,油珠子,别名
无患子,菩提子,别名
无患子,鬼见愁,别名
无患子,子皮（即核外肉）：微苦、平、有小毒。子中仁：辛、平、无毒。,性状
子皮,去风明目,主治
子皮,洗面去斑,主治
子中仁,牙齿肿痛,主治
去风明目,用无患子皮、皂角、胡饼、草菖蒲，同捶碎，加浆水调作弹子大，取以泡汤洗头，能去风明目。,用法
洗面去斑,有无患子上捣烂，加白面和为丸，每日取以洗面，去垢及斑，甚效。,用法
牙齿肿痛,用肥珠子一两，大黄、香附各一两，青盐半两，泥土固封，火煅，研细。每日取以擦牙。,用法
肥筇荚,木部,属于
肥筇荚,（荚）辛、温、微毒。,性状
肥筇荚,肠风下血,主治
肥筇荚,下痢噤口,主治
肥筇荚,风虚牙肿,主治
肥筇荚,头耳诸疮、眉癣,主治
肥筇荚,小儿头疮出脓,主治
肥筇荚,瘌痢头疮,主治
肥筇荚,癣疮,主治
肥筇荚,陰颈湿痒,主治
陰颈湿痒,用肥皂一个，烧存性，调香油涂搽。,用法
癣疮,用川槿皮煎汤，以肥皂（去核及内膜）浸汤中，时时搽癣。,用法
瘌痢头疮,用独核肥皂，去核，填入沙糖，加巴豆二枚，扎稳，盐泥包好，煅存性，去泥留药，再加槟榔、轻粉五、七分，研匀，以香油调涂。涂药前，先用荚灰浸汁洗头，然后用温水再洗一次，揩干后涂药。,用法
小儿头疮出脓,用肥皂烧存性，加入腻粉，调麻油涂搽。,用法
头耳诸疮、眉癣,用肥皂（煅存性）一钱、枯矾一分，研匀，调香油涂搽。,用法
风虚牙肿,用独子肥皂，以盐填实，烧存性，研末涂搽。亦可加樟脑少许。,用法
下痢噤口,用肥皂荚一枚，以盐填实，烧存性，研为末。取少许放入白米稀饭内吃下，有效。,用法
肠风下血,用独子肥皂（烧存性）一片，研为末，加糊调成丸子，陈米汤送下。,用法
皂荚,木部,属于
皂荚,皂角,别名
皂荚,鸡栖子,别名
皂荚,乌犀,别名
皂荚,悬刀,别名
皂荚,皂荚：辛、咸、温、有小毒。皂角子：辛、温、无毒。皂角刺：辛、温、无毒。木皮、根皮：辛、温、无。,性状
木皮,皂荚,属于
根皮,皂荚,属于
木皮,风热痰气，杀虫，产后肠脱,主治
根皮,风热痰气，杀虫，产后肠脱,主治
皂角子,皂荚,属于
皂角子,腰脚风痛、不能履地,主治
皂角子,大肠虚秘（时泻时秘）,主治
皂角子,下痢不止,主治
皂角子,肠风下血,主治
皂角子,里急后重,主治
皂角子,小儿流涎（由于脾热有痰）,主治
皂角子,妇女难产,主治
皂角子,风虫牙痛,主治
皂角子,一切疔肿,主治
中风口噤、涎潮上,一切疔肿,属于
中风口,一切疔肿,属于
中暑不省,一切疔肿,属于
喉痹封口,一切疔肿,属于
咽喉肿痛,一切疔肿,属于
风邪疾,一切疔肿,属于
咳逆上气,一切疔肿,属于
痰喘咳嗽,一切疔肿,属于
牙病喘息、喉中有声,一切疔肿,属于
腹部肿痛,一切疔肿,属于
二便不通,一切疔肿,属于
黄肿气喘,一切疔肿,属于
身、面发肿,一切疔肿,属于
脚气肿痛,一切疔肿,属于
突然头痛,一切疔肿,属于
风热牙痛,一切疔肿,属于
风虫牙痛,一切疔肿,属于
肠风下血,一切疔肿,属于
脱肛,一切疔肿,属于
肾囊偏痛,一切疔肿,属于
肛门肿痛,一切疔肿,属于
妇女吹乳,一切疔肿,属于
丁肿恶疮,一切疔肿,属于
小儿头疮,一切疔肿,属于
足上风疮（甚痒）,一切疔肿,属于
大风癞,一切疔肿,属于
积年疮疮,一切疔肿,属于
鱼骨鲠咽,一切疔肿,属于
肾风陰痒,一切疔肿,属于
皂角子,年久瘰疬,主治
皂角刺,皂荚,属于
皂角刺,小便淋闭,主治
皂角刺,肠风下血,主治
皂角刺,伤风下痢（伤风久不愈，下痢脓血一天数十次）,主治
皂角刺,胎衣不下,主治
皂角刺,乳痈,主治
皂角刺,疮肿无头,主治
皂角刺,大风疬疮,主治
皂角刺,背疮不溃,主治
背疮不溃,用皂角刺（麦麸炒黄）王码电脑公司软件中心两、绵黄芪（焙）一两、甘草半两，共研为末。每服一钱，以酒一碗乳香去渣乘热送下。,用法
大风疬疮,用黄蘖末、皂角刺灰各三钱，研匀，空心服，酒送下。服药后，吃粥两三天及补乞药数剂。如四肢浮肿，有针刺出水再服，忌一切鱼肉和引风之物。,用法
疮肿无头,用皂角刺烧灰，酒送服三钱，另嚼葵子三、五粒，以患处如针刺为见效。,用法
乳痈,用皂角刺（烧存性）王码电脑公司软件中心两、蚌粉一钱，共研为末，每服一钱，温酒送下。,用法
胎衣不下,用皂角刺烧为灰，酒送服三钱，另嚼葵子三、五粒，以患处如针刺为见效。,用法
伤风下痢（伤风久不愈，下痢脓血一天数十次）,用皂角刺、枳实（麸炒）、槐花（生用）各半两，共研为末，加炼蜜做丸子，如梧子大。每服三十丸，米汤送下。王码电脑公司软件中心天服二次。,用法
肠风下血,用皂角刺灰二两，胡桃仁、胡故纸（炒）、槐花（炒）各一两，共研为末。每服一钱，米汤送下。,用法
小便淋闭,用皂角刺（烧存性）、破故纸，等分为末，酒送服适量。,用法
年久瘰疬,用无蛀皂角子一百粒、米醋一升、硇砂二钱，同煮干，炒信酥。依疬子多少，每一疬子服一粒，细嚼后米汤送下。酒浸煮服亦可。体虚的病人不用硇砂。,用法
腰脚风痛、不能履地,用皂角子一千二百个，洗净，以、酥少许熬香，研为末，加蜜做成丸子，如梧子大。每服三十丸，空心服，以蒺藜子、酸仁汤送下。,用法
大肠虚秘（时泻时秘）,用皂角子一千二百个，洗净，以、酥少许熬香，研为末，加蜜做成丸子，如梧子大。每服三十丸，空心服，以蒺藜子、酸仁汤送下。,用法
大肠虚秘（时泻时秘）,服至百丸，以通为度。,用法
下痢不止,用皂角子瓦焙为末，加米糊和成丸子，如梧子大。每服四、五十丸，陈茶送下。,用法
肠风下血,用皂角子、槐实各一两，加粘谷糠炒香，去糠，研为末，每服一钱，陈粟为汤送下。此方名“神效散”。,用法
里急后重,用无蛀的皂角子（米糠炒过），加枳壳（炒过），等分为末，以饭和末成丸子，，如梧子大。每服三十丸，热汤送下。,用法
小儿流涎（由于脾热有痰）,用皂角子仁半两、半夏（姜汤泡七次）王码电脑公司软件中心钱二分，共研为末，加姜汁调成丸子，如麻子大。每服五丸，温水送下。,用法
妇女难产,吞皂角子二枚。,用法
风虫牙痛,用皂角子研为末，棉裹末约弹子大两颗，醋煮热，交替熨患处。每且可熨三、五次。,用法
中风口噤、涎潮上,用皂角一挺，去皮，以猪油涂炙成黄色，研为末，每服一钱，温酒调下。体壮者可服二钱，以吐出风涎为度。,用法
中风口,用皂角五两，去皮，为末，加陈年老醋调匀，左涂右侧，右涂左侧。药干再涂。,用法
中暑不省,用皂荚一两（烧存性）、甘草一两（微炒为末），以温水调一钱灌下。,用法
喉痹封口,用皂荚生研为末，取少许点患处，同时以醋调药厚涂项下。不久，病处裂破出血即愈。,用法
咽喉肿痛,用皂荚一挺，去皮，米醋浸、炙七次，勿令过焦，研为末。每次少放入咽，吐涎则痛止，病渐愈。,用法
